Participant ID,Q. 1 In which industry have you been primarily employed-Please choose one of the following answers.,In which industry have you been primarily employed-Please choose one of the following answers. [Other],Q 2. What is the highest qualification you hold-Please choose one of the following answers.,What is the highest qualification you hold-Please choose one of the following answers. [Other],Q. 3 What is the institution where you completed your highest qualification- Please enter in the text box below.,Q. 4 When did you receive your highest qualification-Please enter the year in the box below.,Q. 5 How many years have you worked in your profession-Please choose one of the following answers.,"Q. 6 What is the country and state of your organisation-
Please enter in the text box below.",Q. 7 In what geographic area(s) would you consider yourself an expert-Please list up to three geographic areas. [],In what geographic area(s) would you consider yourself an expert-Please list up to three geographic areas. [],In what geographic area(s) would you consider yourself an expert-Please list up to three geographic areas. [],Q. 8 In what chronological period(s) would you consider yourself an expert- Please list up to three chronological periods. [],In what chronological period(s) would you consider yourself an expert- Please list up to three chronological periods. [],In what chronological period(s) would you consider yourself an expert- Please list up to three chronological periods. [],Q. 9 In what sub-discipline(s) would you consider yourself an expert- Please list up to three sub-disciplines. [],In what sub-discipline(s) would you consider yourself an expert- Please list up to three sub-disciplines. [],In what sub-discipline(s) would you consider yourself an expert- Please list up to three sub-disciplines. [],Q. 10 In what method(s) or technique(s) would you consider yourself an expert- Please list up to five methods or techniques. [],In what method(s) or technique(s) would you consider yourself an expert- Please list up to five methods or techniques. [],In what method(s) or technique(s) would you consider yourself an expert- Please list up to five methods or techniques. [],In what method(s) or technique(s) would you consider yourself an expert- Please list up to five methods or techniques. [],In what method(s) or technique(s) would you consider yourself an expert- Please list up to five methods or techniques. [],Q. 11 In what site type(s) and/or material culture(s) would you consider yourself an expert- Please list up to five site types and/or material cultures. [],In what site type(s) and/or material culture(s) would you consider yourself an expert- Please list up to five site types and/or material cultures. [],In what site type(s) and/or material culture(s) would you consider yourself an expert- Please list up to five site types and/or material cultures. [],In what site type(s) and/or material culture(s) would you consider yourself an expert- Please list up to five site types and/or material cultures. [],In what site type(s) and/or material culture(s) would you consider yourself an expert- Please list up to five site types and/or material cultures. [],"Q. 12 Do any reference materials directly influence the concepts and terminology of your publications or reports-
Please select yes or no. Please name your most influential reference material in the comment section.","Q. 13 If you answered yes to the question above, what reference materials most influence the concepts and terminology that you use-Please list up to five reference materials. []","If you answered yes to the question above, what reference materials most influence the concepts and terminology that you use-Please list up to five reference materials. []","If you answered yes to the question above, what reference materials most influence the concepts and terminology that you use-Please list up to five reference materials. []","If you answered yes to the question above, what reference materials most influence the concepts and terminology that you use-Please list up to five reference materials. []","If you answered yes to the question above, what reference materials most influence the concepts and terminology that you use-Please list up to five reference materials. []","Q. 14 If you teach archaeology (at a university, as part of induction of new employees into a cultural heritage firm, or in other settings), what reference materials do you recommend to your students or trainees-Please name up to five reference materials. Leave blank if not applicable. []","If you teach archaeology (at a university, as part of induction of new employees into a cultural heritage firm, or in other settings), what reference materials do you recommend to your students or trainees-Please name up to five reference materials. Leave blank if not applicable. []","If you teach archaeology (at a university, as part of induction of new employees into a cultural heritage firm, or in other settings), what reference materials do you recommend to your students or trainees-Please name up to five reference materials. Leave blank if not applicable. []","If you teach archaeology (at a university, as part of induction of new employees into a cultural heritage firm, or in other settings), what reference materials do you recommend to your students or trainees-Please name up to five reference materials. Leave blank if not applicable. []","If you teach archaeology (at a university, as part of induction of new employees into a cultural heritage firm, or in other settings), what reference materials do you recommend to your students or trainees-Please name up to five reference materials. Leave blank if not applicable. []",Q. 15 Have you seen other archaeologists using reference material which you consider to be outdated- Please name up to five reference materials. Leave blank if not applicable. [],Have you seen other archaeologists using reference material which you consider to be outdated- Please name up to five reference materials. Leave blank if not applicable. [],Have you seen other archaeologists using reference material which you consider to be outdated- Please name up to five reference materials. Leave blank if not applicable. [],Have you seen other archaeologists using reference material which you consider to be outdated- Please name up to five reference materials. Leave blank if not applicable. [],Have you seen other archaeologists using reference material which you consider to be outdated- Please name up to five reference materials. Leave blank if not applicable. [],Q. 16 Do you provide meaningful definitions for key terms in your publications and/or datasets-Please choose one of the following answers.,Q. 17 Do other archaeologists provide meaningful definitions for key terms in their publications and/or datasets-Please choose one of the following answers.,"Q. 18 Do you design or manage recording systems- If yes, consider your key fields and attributes. Which of the following statements best describes your situation- 
Please select up to three. Leave blank if not applicable. [I use a well-established system developed elsewhere]","Do you design or manage recording systems- If yes, consider your key fields and attributes. Which of the following statements best describes your situation- 
Please select up to three. Leave blank if not applicable. [I borrow from a well-established system developed elsewhere]","Do you design or manage recording systems- If yes, consider your key fields and attributes. Which of the following statements best describes your situation- 
Please select up to three. Leave blank if not applicable. [I use a less-established system developed elsewhere]","Do you design or manage recording systems- If yes, consider your key fields and attributes. Which of the following statements best describes your situation- 
Please select up to three. Leave blank if not applicable. [I borrow from a less-established system developed elsewhere]","Do you design or manage recording systems- If yes, consider your key fields and attributes. Which of the following statements best describes your situation- 
Please select up to three. Leave blank if not applicable. [I create new recording systems]","Do you design or manage recording systems- If yes, consider your key fields and attributes. Which of the following statements best describes your situation- 
Please select up to three. Leave blank if not applicable. [I inherit recording systems from an unknown source]","Do you design or manage recording systems- If yes, consider your key fields and attributes. Which of the following statements best describes your situation- 
Please select up to three. Leave blank if not applicable. [Other]","Q. 19 If you answered the above question, and you borrow or adapt an existing system, please specify which system.",Q. 20 What working environments have most influenced the development of your concepts and terminology- [Ranking 1],What working environments have most influenced the development of your concepts and terminology- [Ranking 2],What working environments have most influenced the development of your concepts and terminology- [Ranking 3],What working environments have most influenced the development of your concepts and terminology- [Ranking 4],What working environments have most influenced the development of your concepts and terminology- [Ranking 5],What working environments have most influenced the development of your concepts and terminology- [Ranking 6],What working environments have most influenced the development of your concepts and terminology- [Ranking 7],"Q. 21 If you included ""other"", please specify.",Q. 22 What do you think are the most valuable source(s) for generating and reconciling core concepts and terminology- [Ranking 1],What do you think are the most valuable source(s) for generating and reconciling core concepts and terminology- [Ranking 2],What do you think are the most valuable source(s) for generating and reconciling core concepts and terminology- [Ranking 3],What do you think are the most valuable source(s) for generating and reconciling core concepts and terminology- [Ranking 4],What do you think are the most valuable source(s) for generating and reconciling core concepts and terminology- [Ranking 5],What do you think are the most valuable source(s) for generating and reconciling core concepts and terminology- [Ranking 6],What do you think are the most valuable source(s) for generating and reconciling core concepts and terminology- [Ranking 7],What do you think are the most valuable source(s) for generating and reconciling core concepts and terminology- [Ranking 8],What do you think are the most valuable source(s) for generating and reconciling core concepts and terminology- [Ranking 9],"Q. 23 If you included ""other"", please specify.",Q. 24 Do you think there is a lack of standardised vocabulary in archaeological literature/reports-Please choose one of the following answers.,"Q. 25 If you answered yes to the question above, how serious would you consider the impact of the lack of standardisation on archaeology as a discipline-
If you did not answer yes to the question above, please select 'no answer.'
Optional: can you think of a specific example where a lack of standardisation has been a significant issue- Please enter in comment section.","If you answered yes to the question above, how serious would you consider the impact of the lack of standardisation on archaeology as a discipline-
If you did not answer yes to the question above, please select 'no answer.'
Optional: can you think of a specific example where a lack of standardisation has been a significant issue- Please enter in comment section. - comment",Q. 26 Are you willing to compromise over the use of terms and concepts in your own practice to achieve a reconciliation of terms-,Are you willing to compromise over the use of terms and concepts in your own practice to achieve a reconciliation of terms- - comment,"Q. 27 To what extent would you consider your own lexicon to be part of a wider, accepted vocabulary within your sub-discipline(s)-
Please choose one of the following answers.",Q. 28 Please think of a disagreement you have had with other archaeologists over the use of a term. What was the term- Please list up to five terms. [],Please think of a disagreement you have had with other archaeologists over the use of a term. What was the term- Please list up to five terms. [],Please think of a disagreement you have had with other archaeologists over the use of a term. What was the term- Please list up to five terms. [],Please think of a disagreement you have had with other archaeologists over the use of a term. What was the term- Please list up to five terms. [],Please think of a disagreement you have had with other archaeologists over the use of a term. What was the term- Please list up to five terms. [],"Q. 29 Please describe in a few words an example where a disagreement over the definition of a term had a significant impact on research, analysis, or understanding. Please name the term, and provide a brief description. Leave blank if not applicable.","Q. 30 How often do you disagree with the terminology used in fieldwork, research or writing:Please choose one of the following answers for each question. [In your chronological period(s)-]","How often do you disagree with the terminology used in fieldwork, research or writing:Please choose one of the following answers for each question. [In your methodological practice(s)-]","How often do you disagree with the terminology used in fieldwork, research or writing:Please choose one of the following answers for each question. [In your sub-discipline(s)-]","How often do you disagree with the terminology used in fieldwork, research or writing:Please choose one of the following answers for each question. [Outside your sub-discipline(s)-]","Q. 31 When I work with other colleagues, I have to learn new terms to fit in with their workflow.Please choose one of the following answers.","Q. 32 A Please select your stance on the following statements.
Please choose one of the following answers for each statement. [I think that archaeologists across all sub-disciplines share common core concepts and terminology.]","Q. 32 B Please select your stance on the following statements.
Please choose one of the following answers for each statement. [When I read archaeological literature across all sub-disciplines, I see a commonly shared bank of concepts and terminology.]","Q. 32 C Please select your stance on the following statements.
Please choose one of the following answers for each statement. [I think that archaeologists in my sub-discipline(s) share common core concepts and terminology.]","Q. 32 D Please select your stance on the following statements.
Please choose one of the following answers for each statement. [When I read archaeological literature in my sub-discipline(s), I see a commonly shared bank of concepts and terminology.]",Q. 33 What three resources do you most frequently use to define concepts and/or terms- Please list up to three resources. Please be as specific as possible.  [],What three resources do you most frequently use to define concepts and/or terms- Please list up to three resources. Please be as specific as possible.  [],What three resources do you most frequently use to define concepts and/or terms- Please list up to three resources. Please be as specific as possible.  [],Q. 34 When does the standardisation of terminology become most important-Please choose one of the following answers.,When does the standardisation of terminology become most important-Please choose one of the following answers. [Other],"Q. 35 Thank you for participating in our survey. If you have any further comments please enter them in comment box below. If you wish for a reply, further information or to be updated on the progress of this project, please leave an email address. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,University,,Doctorate,,Macquarie University,2010,11-15,"New South Wales, Oz",Australia,,,Post-1788,,,Historical (especially European colonisation of the landscape),,,"Survey design, data collection, data analysis.",,,,,"Rural fences, settlement patterns in semi-arid Australia",,,,,Yes,"Difficult to list as my research necessarily involves integrating information from diverse sources on settlement history, technology, legislation, etc.",,,,,,,,,,,,,,,Always,Sometimes,No,No,No,No,Yes,No,,,Individual Research,Professional Mentor,Institutional Training,Fieldwork,,,,,Journal Articles,Monographs,Reports,,,,,,,,Yes,Major,I am currently revising my Glossary of rural fence terms to provide a consistent terminology for confused and confusing terms.,No,"Confusion over nomenclature inhibits understanding, and may lead to incorrect conclusions.","All of the terms within my own lexicon are part of a wider, accepted vocabulary.",Almost any statement by historical archaeologists about the nature and significance of rural fences,,,,,Problems with referees over my use of terms in paper submitted to journal,Sometimes,Often,Often,Sometimes,Often,Moderately Agree,Disagree,Moderately Disagree,Moderately Agree,"Pickard, J 2009 Illustrated glossary of Australian rural fence terms NSW Heritage Office (free download PDF)",,,At data creation,,"I'm not sure if my response will help you. I'm not a professional archaeologist, but over the last decade or so, I've done a lot of historical archaeological research on rural fences. A major part of this has been to collect the vocabulary and record it so that we can get some standardisation, or at least, better understanding of the range of terms. 
Pickard, J. (2009) Illustrated glossary of Australian rural fence terms. Heritage Branch, NSW Department of Planning, Sydney.
http://www.environment.nsw.gov.au/resources/heritagebranch/heritage/IllustratedglossaryofAustralianruralfenceterms2009.pdf
Dr John Pickard
Honorary Associate
Department of Environment and Geography
Macquarie University NSW 2019
email: john.pickard@bigpond.com
Phone: 0427 82 0034
Good luck with your research!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,University,,Doctorate,,"Cambridge University, England",1981,20+,"New South Wales, Australia","NW Queensland, Australia",Spain,,Pleistocene Europe,Pleistocene Australia,Holocene Australia,Aboriginal archaeology inc. Cultural Heritage Management,Cognitive Archaeology,Rock Art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer,No answer,No answer,No answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Heritage Management,,Masters,,University of New England,2012,6-10,"New South Wales, Australia",Eastern Australia,,,Holocene,,,"Indigenous, Cultural Heritage Management, Stakeholder Engagement/Consultation",,,"excavation, surface survey, lithic analysis, archaeological site recording",,,,,"lithics, shell middens",,,,,Yes,OEH (2010)  Due Diligence Code of Practice for Protection of Aboriginal Objects in NSW.  NSW Policy Document,OEH (2010) Code of Practice for Archaeological Investigation of Aboriginal Objects in NSW.  NSW Policy Document,OEH (2010) Aboriginal cultural heritage consultation requirements for proponents 2010. NSW Policy Document,"OEH (2011) Guide to investigating, assessing and reporting on Aboriginal Cultural Heritage in NSW. NSW Policy Document",OEH (2011) Applying for an Aboriginal Heritage Impact Permit:  Guide for Applicants. NSW Policy Document,,,,,,,,,,,Always,Often,No,Yes,No,No,Yes,Yes,,Lithic recording systems developed by other specialists,Organisation/Company,Professional Mentor,Institutional Training,Fieldwork,,,,,Other,Reports,Recording Forms,Workshops,,,,,,State government gheritage uidlines which prescribe terminology and application of core concepts under legislation,No, ,,No,"In most states (but particulalry NSW where I work), terminology and concepts are clearly prescribed by the state regulator (OEH) in their guideline documents, so practicing archaeologists typically comply with these terms and concepts to ensure projects are compliant with legislative requirements.","Most of the terms within my own lexicon are part of a wider, accepted vocabulary.",,,,,,,Never,Sometimes,Rarely,Rarely,Rarely,Moderately Agree,Moderately Agree,Agree,Agree,The OEH guidelines listed previously - these prescribe the way terms and concepts must be applied by heritage practitioners in NSW.,,,Other,When seeking approvals from the regulator - non compliance with their prescribed terminology can lead to rejection of permit applications & can compromise projects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Heritage Management,,Honours,,University of Sydney,2008,1-5,"New South Wales, Australia",New South Wales,,,"Late Holocene, post-Contact",,,"Indigenous, Cultural Heritage Management, Geographical Information Systems",,,"surface survey, mapping, database design, historic research, landscape archaeology",,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer,No answer,No answer,No answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,I am still studying,,Bachelors,,Florida State University,2009,I am currently studying.,"Adelaide, Australia","Saipan, Northern Mariana Islands, USA",,,Contact Period,,,Maritime,Indigenous,Spanish Colonial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer,No answer,No answer,No answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Other,Information Technology,Masters,,Flinders University,2010,1-5,"South Australia, Australia","Pilbara, Australia",,,No period in particular,,,Maritime,Historical,Indigenous,Surface survey,Excavation,Illustration,,,Rock shelters,Stone Artefacts,Wharf structures,,,No,,,,,,Not applicable,,,,,Not applicable,,,,,Sometimes,Sometimes,No,No,No,No,No,No,N/A,N/A,Institutional Training,Individual Research,Professional Mentor,Organisation/Company,Government Institution,,,n/a,Journal Articles,Reports,Textbooks,Recording Forms,Conference Papers,Workshops,,,,n/a,Yes,Minor,"Not a major issue, more of a sometimes issue",Yes,,"All of the terms within my own lexicon are part of a wider, accepted vocabulary.",N/A,,,,,N/A,Rarely,Rarely,Rarely,Sometimes,Rarely,Agree,Agree,Agree,Agree,Journals,Online Resources,Textbooks,During writing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Heritage Management,,Doctorate,,University of Sydney,2007,16-20,"New South Wales, Australia","Greater Sydney Region, New South Wales ",Hunter Valley New South Wales,"Central West, New South Wales",Australian Colonial Period to present,,,Historical,Industrial ,Heritage Management,site management,site interpretation,,,,industrial complexes,19th century domestic,historic infrastructure,,,,,,,,,,,,,,,,,,,Always,Sometimes,No,Yes,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer,No answer,No answer,No answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Heritage Management,,Honours,,University of QLD,2011,1-5,"New South Wales, Australia",Mid north coast New South Wales,Pilbara,,Late Pleistocene,Holocene,,Indigenous Archaeology,Lithic analysis,Use-wear,Excavation,Survey,,,,Lithic surface scatters,Rockshelters,,,,No,,,,,,,,,,,,,,,,Often,Sometimes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer,No answer,No answer,No answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Heritage Management,,Masters,,La Trobe University,2006,6-10,"Western Australia, Australia","Western Australia, Australia","Central Victoria, Australia",Cyprus,Holocene,Bronze Age,,Indigenous,Cultural Heritage Management,Classical,Surface survey,Archaeometalurgy,Statistical Analysis,,,Rock Art ,Lithics,Ceramics,Rock Shelters, Quarries,Yes,"Holdaway & Stern (2004), A Record in Stone, Textbook",,,,,"Holdaway & Stern (2004), A Record in Stone, Textbook",,,,,,,,,,Often,Rarely,No,Yes,No,No,No,No,,"largely from that described in Holdaway & Stern (2004), A Record in Stone.",Fieldwork,Institutional Training,Individual Research,Government Institution,,,,,Textbooks,Recording Forms,Reports,Conference Papers,Workshops,,,,,,Yes,Major,"Lack of standardisation of naming stone types, even within the same report. ",Yes,,"Most of the terms within my own lexicon are part of a wider, accepted vocabulary.",Millstone,Grindstone,Grinding Base,Opalite,Chert,"Opalite is regarded by geologists to be an ill-defined misnomer not to be used, yet it is still used in an archaeological context in several reports that I have recently dealt with.",Rarely,Rarely,Sometimes,Rarely,Sometimes,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,"Holdaway & Stern (2004), A Record in Stone, Textbook",,,At data creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Heritage Management,,Doctorate,,otago university new zealand,2013,1-5,Australian Capital Territory,,New Zealand,,pre-european ,,,cultural heritage management,,,"survey, excavation",,,,,ceramics,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer,No answer,No answer,No answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,University,,Doctorate,,University of New England,1996,16-20,"South Australia, Australia","Northern Australia, South Australia",,,"rock art, gender, cultural heritage, archaeological theory",,,Indigenous,,,"rock art recording, working with Indigenous communities, surface survey",,,,,"rock art, modern material culture",,,,,Yes,Australian Archaeological Association (2013) Code of Ethics. ,"Burke, H. and C. Smith (2004) The Archaeologist's Handbook. Sydney, Allen and Unwin.  Book.",World Archaeological Congress (2013) Code of Ethics. ,,,"Burke, H. and C. Smith (2004) The Archaeologist's Handbook. Sydney, Allen and Unwin.  Book.",World Archaeological Congress (2013) Code of Ethics. ,Australian Archaeological Association (2013) Code of Ethics. ,,,,,,,,Sometimes,Sometimes,No,No,No,No,No,No,,,Institutional Training,Individual Research,Fieldwork,Professional Mentor,,,,,Handbooks,Recording Forms,Workshops,Journal Articles,Reports,Textbooks,Monographs,Conference Papers,,,Yes,Major,In a development context the lack of standardisation affects what people identify as worth saving.,Yes,,"All of the terms within my own lexicon are part of a wider, accepted vocabulary.",Style,Art,Site,,,Different definitions of a site will produce reports with different numbers of sites.  This has management implications.  ,Never,Rarely,Rarely,Rarely,Rarely,Moderately Agree,Moderately Agree,Agree,Agree,Online resources,Manuals,Books,At data creation,,Thanks for organising a useful survey.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Other,US CRM Archaeology,Masters,,"University of Georgia, Arhens",2010,6-10,"Nevada, United States",Great Basin,,,Historic,Paleo-Archaic,,Historical,Lithic technology,,Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer,No answer,No answer,No answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Heritage Management,,Honours,,Northern Territory University,1995,16-20,northern territory Australia,"The Top End, Northern Territory",,,Late Holocene,,,Indigenous,,,"Surface survey, excavation",,,,,"shell middens, lithics, rock art",,,,,,,,,,,,,,,,,,,,,Always,Often,Yes,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer,No answer,No answer,No answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,I am still studying,,Masters,,University of Sydney,2011,I am currently studying.,"New South Wales, Australia",Southeast Asia,China,South Asia,Developing States,Medieval Period,,Historical ,Maritime,Computational,historical archaeology,Computational- GIS,,,,ceramics,shipwrecks,"Trade sites (inland, coastal, maritime)",,,Yes,"Renfrew and Bahn (2006), Archaeology: Theories, Methods and Practice (4th ed). Textbook ","Balme and Paterson (2006), Archaeology in Practice: A Student Guide to Archaeological Analyses. Textbook",,,,,,,,,,,,,,Rarely,Rarely,No,No,No,No,No,No,,,Institutional Training,Individual Research,Professional Mentor,Organisation/Company,Government Institution,,,,Textbooks,Handbooks,Reports,Recording Forms,Conference Papers,Journal Articles,,,,,Yes,Minor,,Yes,,"Most of the terms within my own lexicon are part of a wider, accepted vocabulary.","""burnishing/ burnished""",,,,,"The use of the term burnishing or burnished is far too rigid- the disagreement was over the prescription of how early ceramicists achieved the smooth 'burnished' effect. As I am also a ceramicist, I understand that a potter can use virtually any smooth object (spoon, river stone, thumb/finger nail, glass etc...), and lubricating medium (oils, fats, water, slurry) to compact the surface of the clay to achieve a smooth and shined finish.
Even if textbooks mention one method, it does not mean that every potter used it.    ",Often,Sometimes,Sometimes,Sometimes,,Moderately Agree,Moderately Agree,Moderately Agree,Strongly Agree,textbooks,manuals,online resources,During writing,,I would like for a dictionary/lexicon of concepts and terms to be made available. Preferably a hardback book and an online interface/ advanced search engine function. If it is online it can be updated and amended as needed.  Having it in book form is also very important.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Heritage Management,,Masters,,University in France,2008,1-5,,"Pilbara, Australia","Centre, France",,Iron Age,Celtics,,Historical,Classical,,excavation,surface survey,ceramics studying,testing,,ceramics,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer,No answer,No answer,No answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,I am still studying,,Other,Year 12,Erindale Collage,2010,I am currently studying.,"South Australia, Australia",None,,,None,,,None,,,None,,,,,None,,,,,Yes,"Burke and Smith (2004), An Archaeologists Handbook, Book.",,,,,,,,,,,,,,,Often,Sometimes,No,No,No,No,No,No,,,Institutional Training,Fieldwork,Professional Mentor,,,,,,Handbooks,Textbooks,Journal Articles,,,,,,,,Yes,Minor,,Yes,,,artefact,context,site,monument,,Artefact; how broad is the category of artefact? Do you have to be able to pick it up.,No answer,No answer,No answer,No answer,,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Heritage Management,,Masters,,In the USA,2010,1-5,Western Australia,"Australia, Polynesia",,,,Holocene,,"Indigenous, Household Archaeology, Theoretical Archaeology",,,"Spatial analysis, technical analysis, writing",,,,,"Ceramics, megafauna skeletal remains",,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer,No answer,No answer,No answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,I am still studying,,Honours,,Flinders University,1998,I am currently studying.,"South Australia, Australia",South Australia,,,Late Holocene,Colonial Australia,,Historical,Contact,Gender,Excavation,Archaeological theory,,,,Ceramics,Reformatories,Churches,Whaling Stations,Contact sites,Yes,"Wylie, A. 1991. ‘Why has there been no archaeology of gender?’ in Gero, J.M. and Conkey, M.W. (eds) 1991. Engendering Archaeology: Women and Prehistory.Book","Handbook of Gender in Archaeology. Sarah Milledge Nelson, ed.Book",,,,,,,,,,,,,,Often,Sometimes,No,No,No,No,No,No,,,Professional Mentor,Individual Research,Institutional Training,Fieldwork,Government Institution,Organisation/Company,,,Journal Articles,Monographs,Workshops,Conference Papers,Textbooks,,,,,,No, ,,Yes,,"Most of the terms within my own lexicon are part of a wider, accepted vocabulary.",,,,,,,Never,Never,Never,Never,Never,Agree,Agree,Agree,Agree,,,,At data creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,University,,Masters,,"Hebrew University, Jerusalem",2013,6-10,Israel,Israel,,,Bronze and Iron Age,,,Socio-Archaeology,Landscape Archaeology,,Excavation,Survay,GIS,,,Groundstone Tools,GIS,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer,No answer,No answer,No answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Heritage Management,,Honours,,LaTrobe University,1988,20+,Victoria,Victoria,Southern New South Wales,,Holocene,19th century,early 20th century,industrial archaeology,historical archaeology,,field survey,documentary research,site analysis,oral hsitory,,industrial heritage,,,,,Yes,"RA Buchannan, Industrial Archaeology in Britain","Mortimer Wheeler, Archaeology from the Earth (1954)",Leonard Wooley Digging Up The Past 1930,"Geoffry Bibby, Looking for Dilmun",,,,,,,,,,,,Always,Often,Yes,Yes,No,Yes,Yes,No,,"British Index Record to Industrial Sites, HAER thesaurus, ",Fieldwork,Individual Research,Government Institution,Other,,,,Contemporary historical documents - eg industrial manuals,Monographs,Other,,,,,,,,"ethnographic literature, contemporary historical sources",Yes,Major,"use of 'place' or 'site', stone material definitions; functional versus morphological stone tool categorisation; site type categorisation",Yes,"happy to use an accepted and clear term where it can be shown to be more widely adopted - however, consensus is often lacking","Most of the terms within my own lexicon are part of a wider, accepted vocabulary.","tachylite - what is it, how has it been recorded in the past",,,,,"site and place have been open to interpretation, along with artefact scatter, isolated artefact, etc. many arguments with regulators, project sponsors,  and aboriginal groups, about how to define site extents.",Rarely,Rarely,Rarely,Never,Often,Moderately Agree,Disagree,Moderately Agree,Moderately Agree,Penguin dictionary of archaeology,,,At data creation,,gvines@biosis.com.au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,I am still studying,,Masters,,University of Leicester,2012,I am currently studying.,United Kingdom,None,I am not an expert,,I am not an expert. But have some knowledge of the Palaeolithic,,,I am not an expert,,"I have some knowledge of PreHistory, lithics, usewear",Iam not an expert,Use wear,,,,I am not an expert this term is not appropriate for me!!,I have some knowledge of lithics,,,,Yes,"I don't understand the question. We all use a variety of sources, particularly journal articles but I don't use a'handbook' of technical terms. There are accepted conventions in Lithics studies which are observed, such as the typologies used by Bordes.",,,,,,,,,,No,,,,,Sometimes,Sometimes,No,Yes,No,No,No,No,,Xcel ,Institutional Training,Professional Mentor,,,,,,,,,,,,,,,,,Yes,Minor,,Not sure,,,,,,,,,No answer,No answer,No answer,No answer,Sometimes,Disagree,Moderately Disagree,Moderately Agree,Agree,,,,At data analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Heritage Management,,Masters,,"Univerity of Leicester, England",2013,1-5,"western Australia,  Australia","Pilbara, Australia",,,"Pleistocene,Holocene",,,"Indigenouse, Historical, cultural heritage management, ",,,"excavation, surface survey, geographic sciences",,,,,"rock shelters, lithics, rock art, heritage architectrre, ",,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer,No answer,No answer,No answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
